1,1
1,2
1,3
2,1
2,2
2,3
2,5
2,12
2,13
2,14
2,15
3,1
3,2
3,3
3,5
3,7
3,8
3,9
3,10
3,12
3,13
3,14
3,15
3,17
3,18
4,5
4,7
4,8
4,9
4,10
4,15
4,16
4,17
4,18
5,1
5,2
5,3
5,5
5,7
5,8
5,9
5,10
5,12
5,13
5,14
5,15
5,16
5,17
6,1
6,2
6,3
6,4
6,5
6,12
6,13
6,14
6,15
6,16
6,17
7,1
7,2
7,3
7,5
8,3
8,4
8,5
8,7
8,8
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
9,1
9,3
9,4
9,5
9,7
9,11
9,12
9,16
9,17
9,18
10,1
10,4
10,5
10,7
10,11
10,12
10,14
10,16
10,17
11,1
11,2
11,3
11,4
11,5
11,7
11,9
11,11
11,12
11,16
11,17
12,1
12,3
12,4
12,5
12,7
12,8
12,9
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,17
13,1
13,16
13,17
14,1
14,16
14,17
15,1
16,1
16,2
16,4
16,5
16,7
16,8
16,9
16,10
16,11
16,12
16,15
16,16
16,17
16,18
17,2
17,4
17,5
17,7
17,11
17,12
17,16
17,17
17,18
18,1
18,2
18,7
18,8
18,9
18,10
18,11
18,12
18,17
18,18
19,1
19,2
19,4
19,5
19,7
19,8
19,9
19,10
19,11
19,12
19,16
19,17
19,18
20,1
20,2
20,4
20,7
20,10
20,11
20,12
20,16
20,17
20,18
21,1
21,2
21,4
21,5
21,7
21,11
21,12
21,16
21,17
22,2
22,5
22,6
22,7
22,8
22,9
22,10
22,11
22,12
22,16
22,17
22,18
23,5
23,7
23,11
23,12
23,16
23,17
23,18
25,5
25,6
25,7
25,8
25,9
25,10
25,11
25,12
25,13
